id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
19745|BAYT_KO|40.39|40.14|44.0|1.2|298|SKK|10.5|10.5|0.4|0.4|individual measurement, outstanding
19746|BAYT_KO|40.39|40.14|49.0|1.45|298|SKS|4.0|4.0|0.2|0.2|individual measurement, good
19747|BAYT_KO|40.39|40.14|54.0|0.75|298|SKK|16.0|16.0|0.23|0.23|individual measurement, good
19748|BAYT_KO|40.39|40.14|48.0|1.15|298|SKS|5.5|5.5|0.15|0.15|individual measurement, outstanding
19749|BAYT_KO|40.39|40.14|79.0|0.9|298|SKS|16.0|16.0|0.45|0.45|individual measurement, good
19750|BAYT_KO|40.39|40.14|49.0|1.2|298|SKK|12.0|12.0|0.35|0.35|individual measurement, good
19751|BAYT_KO|40.39|40.14|277.0|0.7|298|SKS|16.5|16.5|0.28|0.28|individual measurement, good
19752|BAYT_KO|40.39|40.14|44.0|1.05|298|SKS|13.0|13.0|0.35|0.35|individual measurement, good
19753|BAYT_KO|40.39|40.14|47.0|1.2|298|SKK|7.0|7.0|0.23|0.23|individual measurement, good
19754|BAYT_KO|40.39|40.14|53.0|1.0|298|SKS|8.5|8.5|0.23|0.23|individual measurement, outstanding
19755|BAYT_KO|40.39|40.14|35.0|0.7|298|SKS|15.0|15.0|0.3|0.3|individual measurement, good
19756|BAYT_KO|40.39|40.14|49.0|1.8|298|PKS|8.0|8.0|0.37|0.37|individual measurement, good
19757|BAYT_KO|40.39|40.14|57.0|1.65|298|SKS|4.5|4.5|0.35|0.35|individual measurement, good
19758|BAYT_KO|40.39|40.14|40.0|1.05|298|SKK|19.5|19.5|0.5|0.5|individual measurement, good
19759|BAYT_KO|40.39|40.14|45.0|1.4|298|SKS|5.5|5.5|0.2|0.2|individual measurement, outstanding
19760|BAYT_KO|40.39|40.14|42.0|1.6|298|SKK|8.5|8.5|0.33|0.33|individual measurement, good
19761|BAYT_KO|40.39|40.14|33.0|1.5|298|SKS|9.5|9.5|0.33|0.33|individual measurement, good
19762|BAYT_KO|40.39|40.14|37.0|1.05|298|SKS|16.5|16.5|0.37|0.37|individual measurement, good
19763|BAYT_KO|40.39|40.14|55.0|1.5|298|SKS|4.5|4.5|0.17|0.17|individual measurement, good
19764|BAYT_KO|40.39|40.14|79.0|1.55|298|SKK|6.0|6.0|0.35|0.35|individual measurement, good
19765|BAYT_KO|40.39|40.14|76.0|0.75|298|SKS|12.0|12.0|0.2|0.2|individual measurement, good
19766|BAYT_KO|40.39|40.14|40.0|1.65|298|PKS|5.5|5.5|0.23|0.23|individual measurement, good
19767|BAYT_KO|40.39|40.14|36.0|1.3|298|SKS|8.5|8.5|0.3|0.3|individual measurement, good
19768|BAYT_KO|40.39|40.14|44.0|1.25|298|SKS|2.5|2.5|0.12|0.12|individual measurement, outstanding
19769|BAYT_KO|40.39|40.14|32.0|0.85|298|SKS|12.0|12.0|0.22|0.22|individual measurement, outstanding
19770|BAYT_KO|40.39|40.14|59.0|1.15|298|SKS|7.5|7.5|0.22|0.22|individual measurement, outstanding
19771|BAYT_KO|40.39|40.14|55.0|1.85|298|SKS|2.5|2.5|0.17|0.17|individual measurement, outstanding
19772|BAYT_KO|40.39|40.14|45.0|1.25|298|SKK|7.5|7.5|0.33|0.33|individual measurement, outstanding
19773|BAYT_KO|40.39|40.14|51.0|1.2|298|SKS|5.0|5.0|0.15|0.15|individual measurement, good
19774|BAYT_KO|40.39|40.14|51.0|1.35|298|SKS|4.0|4.0|0.15|0.15|individual measurement, good
19775|BAYT_KO|40.39|40.14|66.0|1.2|298|SKS|16.0|16.0|0.4|0.4|individual measurement, good
19776|BAYT_KO|40.39|40.14|53.0|1.2|298|SKS|5.5|5.5|0.17|0.17|individual measurement, good
19777|BAYT_KO|40.39|40.14|26.0|1.15|298|SKK|11.0|11.0|0.28|0.28|individual measurement, outstanding
19778|BAYT_KO|40.39|40.14|50.0|1.4|298|PKS|6.0|6.0|0.23|0.23|individual measurement, outstanding
19779|BAYT_KO|40.39|40.14|47.0|1.65|298|SKK|5.5|5.5|0.35|0.35|individual measurement, good
19780|BAYT_KO|40.39|40.14|41.0|1.25|298|SKK|6.0|6.0|0.2|0.2|individual measurement, outstanding
19781|BAYT_KO|40.39|40.14|41.0|1.0|298|SKK|5.5|5.5|0.18|0.18|individual measurement, outstanding
19782|BAYT_KO|40.39|40.14|60.0|1.4|298|SKK|6.5|6.5|0.23|0.23|individual measurement, outstanding
19783|BAYT_KO|40.39|40.14|54.0|1.55|298|PKS|3.0|3.0|0.17|0.17|individual measurement, outstanding
19784|BAYT_KO|40.39|40.14|46.0|1.3|298|PKS|3.5|3.5|0.15|0.15|individual measurement, good
19785|BAYT_KO|40.39|40.14|43.0|0.85|298|SKS|14.5|14.5|0.25|0.25|individual measurement, good
19786|BAYT_KO|40.39|40.14|58.0|1.1|298|SKS|5.5|5.5|0.2|0.2|individual measurement, good
19787|BAYT_KO|40.39|40.14|52.0|1.65|298|SKK|4.5|4.5|0.25|0.25|individual measurement, good
19788|BAYT_KO|40.39|40.14|44.0|1.15|298|SKS|4.0|4.0|0.12|0.12|individual measurement, outstanding
19789|BAYT_KO|40.39|40.14|52.0|1.45|298|PKS|4.5|4.5|0.18|0.18|individual measurement, outstanding
19790|BAYT_KO|40.39|40.14|46.0|1.05|298|SKS|5.0|5.0|0.13|0.13|individual measurement, outstanding
19791|BAYT_KO|40.39|40.14|48.0|1.8|298|SKK|4.5|4.5|0.42|0.42|individual measurement, good
19792|BAYT_KO|40.39|40.14|52.0|1.8|298|SKS|6.5|6.5|0.32|0.32|individual measurement, good
19793|BAYT_KO|40.39|40.14|50.0|1.25|298|SKS|13.0|13.0|0.48|0.48|individual measurement, outstanding
19794|BAYT_KO|40.39|40.14|291.0|1.35|298|PKS|5.5|5.5|0.32|0.32|individual measurement, good
19795|BAYT_KO|40.39|40.14|47.0|1.15|298|SKK|10.0|10.0|0.35|0.35|individual measurement, good
19796|BAYT_KO|40.39|40.14|32.0|1.2|298|SKS|15.5|15.5|0.47|0.47|individual measurement, good
19797|BAYT_KO|40.39|40.14|54.0|1.5|298|SKK|4.0|4.0|0.18|0.18|individual measurement, good
19798|BAYT_KO|40.39|40.14|53.0|1.1|298|SKK|5.0|5.0|0.15|0.15|individual measurement, outstanding
19799|BAYT_KO|40.39|40.14|32.0|1.1|298|PKS|8.0|8.0|0.17|0.17|individual measurement, good
19800|BAYT_KO|40.39|40.14|49.0|1.55|298|SKS|3.5|3.5|0.15|0.15|individual measurement, outstanding
19801|BAYT_KO|40.39|40.14|67.0|1.15|298|SKS|5.5|5.5|0.18|0.18|individual measurement, good
19802|BAYT_KO|40.39|40.14|81.0|1.25|298|SKK|11.5|11.5|0.43|0.43|individual measurement, good
19803|BAYT_KO|40.39|40.14|59.0|1.25|298|SKS|9.5|9.5|0.43|0.43|individual measurement, good
19804|BAYT_KO|40.39|40.14|63.0|1.35|298|SKS|7.0|7.0|0.28|0.28|individual measurement, outstanding
19805|BAYT_KO|40.39|40.14|53.0|1.2|298|SKS|4.0|4.0|0.12|0.12|individual measurement, outstanding
19806|BAYT_KO|40.39|40.14|71.0|1.45|298|SKS|8.0|8.0|0.5|0.5|individual measurement, good
19807|BAYT_KO|40.39|40.14|38.0|1.6|298|SKS|10.0|10.0|0.38|0.38|individual measurement, good
19808|BAYT_KO|40.39|40.14|50.0|1.35|298|SKS|6.0|6.0|0.25|0.25|individual measurement, good
19809|BAYT_KO|40.39|40.14|51.0|1.1|298|SKS|4.5|4.5|0.12|0.12|individual measurement, outstanding
19810|BAYT_KO|40.39|40.14|51.0|0.95|298|SKS|8.5|8.5|0.2|0.2|individual measurement, outstanding
19811|BAYT_KO|40.39|40.14|53.0|1.65|298|SKK|9.5|9.5|0.45|0.45|individual measurement, good
19812|BAYT_KO|40.39|40.14|85.0|1.2|298|SKK|8.5|8.5|0.3|0.3|individual measurement, good
19813|BAYT_KO|40.39|40.14|31.0|1.9|298|PKS|5.5|5.5|0.32|0.32|individual measurement, good
19814|BAYT_KO|40.39|40.14|61.0|1.35|298|SKS|14.0|14.0|0.5|0.5|individual measurement, good
19815|BAYT_KO|40.39|40.14|47.0|0.95|298|SKS|7.5|7.5|0.2|0.2|individual measurement, good
19816|BAYT_KO|40.39|40.14|44.0|1.1|298|SKK|4.0|4.0|0.1|0.1|individual measurement, outstanding
19817|BAYT_KO|40.39|40.14|47.0|1.55|298|SKK|6.5|6.5|0.42|0.42|individual measurement, good
19818|BAYT_KO|40.39|40.14|46.0|1.25|298|SKK|10.5|10.5|0.35|0.35|individual measurement, good
19819|BCAX_KO|41.44|41.62|50.0|1.45|298|PKS|7.5|7.5|0.52|0.52|individual measurement, good
19820|BCAX_KO|41.44|41.62|34.0|1.45|298|SKS|4.0|4.0|0.15|0.15|individual measurement, outstanding
19821|BCAX_KO|41.44|41.62|39.0|1.2|298|SKK|8.5|8.5|0.3|0.3|individual measurement, outstanding
19822|BCAX_KO|41.44|41.62|37.0|1.65|298|SKK|4.0|4.0|0.4|0.4|individual measurement, good
19823|BCAX_KO|41.44|41.62|57.0|1.75|298|SKK|7.5|7.5|0.53|0.53|individual measurement, good
19824|BCAX_KO|41.44|41.62|49.0|1.1|298|PKS|8.5|8.5|0.3|0.3|individual measurement, outstanding
19825|BCAX_KO|41.44|41.62|38.0|1.2|298|SKK|14.0|14.0|0.4|0.4|individual measurement, good
19826|BCAX_KO|41.44|41.62|34.0|1.15|298|SKS|5.5|5.5|0.17|0.17|individual measurement, good
19827|BCAX_KO|41.44|41.62|51.0|1.35|298|SKS|9.0|9.0|0.47|0.47|individual measurement, outstanding
19828|BCAX_KO|41.44|41.62|27.0|2.05|298|SKS|5.0|5.0|0.33|0.33|individual measurement, good
19829|BCAX_KO|41.44|41.62|30.0|2.0|298|SKS|5.0|5.0|0.27|0.27|individual measurement, good
19830|BCAX_KO|41.44|41.62|52.0|1.2|298|SKS|6.0|6.0|0.2|0.2|individual measurement, good
19831|BCAX_KO|41.44|41.62|42.0|1.35|298|SKS|8.5|8.5|0.32|0.32|individual measurement, good
19832|BCAX_KO|41.44|41.62|36.0|1.2|298|SKK|8.0|8.0|0.25|0.25|individual measurement, good
19833|BCAX_KO|41.44|41.62|37.0|1.0|298|SKS|10.5|10.5|0.22|0.22|individual measurement, good
19834|BCAX_KO|41.44|41.62|36.0|1.3|298|PKS|13.0|13.0|0.42|0.42|individual measurement, good
19835|BCAX_KO|41.44|41.62|61.0|1.65|298|PKS|8.5|8.5|0.48|0.48|individual measurement, good
19836|BCAX_KO|41.44|41.62|46.0|1.35|298|SKS|7.5|7.5|0.25|0.25|individual measurement, good
19837|BCAX_KO|41.44|41.62|44.0|1.0|298|PKS|10.5|10.5|0.28|0.28|individual measurement, outstanding
19838|BCAX_KO|41.44|41.62|44.0|2.0|298|PKS|3.0|3.0|0.25|0.25|individual measurement, good
19839|BCAX_KO|41.44|41.62|41.0|2.3|298|SKS|5.5|5.5|0.35|0.35|individual measurement, good
19840|BCAX_KO|41.44|41.62|28.0|2.0|298|SKK|7.0|7.0|0.35|0.35|individual measurement, good
19841|BCAX_KO|41.44|41.62|45.0|1.6|298|PKS|10.0|10.0|0.47|0.47|individual measurement, good
19842|BCAX_KO|41.44|41.62|57.0|2.4|298|SKS|6.0|6.0|0.38|0.38|individual measurement, outstanding
19843|BCAX_KO|41.44|41.62|33.0|1.3|298|SKS|9.5|9.5|0.37|0.37|individual measurement, good
19844|BCAX_KO|41.44|41.62|40.0|1.15|298|SKK|6.5|6.5|0.23|0.23|individual measurement, good
19845|BCAX_KO|41.44|41.62|45.0|1.55|298|SKK|12.0|12.0|0.47|0.47|individual measurement, good
19846|BCAX_KO|41.44|41.62|27.0|2.35|298|SKS|4.5|4.5|0.55|0.55|individual measurement, outstanding
19847|BCAX_KO|41.44|41.62|34.0|1.0|298|SKS|8.5|8.5|0.25|0.25|individual measurement, good
19848|BCAX_KO|41.44|41.62|61.0|0.55|298|SKK|16.5|16.5|0.25|0.25|individual measurement, good
19849|BCAX_KO|41.44|41.62|45.0|1.1|298|PKS|3.5|3.5|0.1|0.1|individual measurement, good
19850|BCAX_KO|41.44|41.62|40.0|1.75|298|SKS|2.5|2.5|0.12|0.12|individual measurement, outstanding
19851|BCAX_KO|41.44|41.62|56.0|1.25|298|SKK|13.0|13.0|0.45|0.45|individual measurement, good
19852|BCAX_KO|41.44|41.62|59.0|2.15|298|SKS|5.0|5.0|0.47|0.47|individual measurement, good
19853|BCAX_KO|41.44|41.62|49.0|1.05|298|PKS|13.0|13.0|0.42|0.42|individual measurement, outstanding
19854|BCAX_KO|41.44|41.62|24.0|1.1|298|PKS|16.0|16.0|0.45|0.45|individual measurement, good
19855|BCAX_KO|41.44|41.62|39.0|1.4|298|SKS|6.5|6.5|0.25|0.25|individual measurement, good
19856|BCAX_KO|41.44|41.62|36.0|1.5|298|SKS|4.5|4.5|0.23|0.23|individual measurement, good
19857|BCAX_KO|41.44|41.62|51.0|1.05|298|PKS|9.0|9.0|0.25|0.25|individual measurement, outstanding
19858|BCAX_KO|41.44|41.62|57.0|1.45|298|PKS|4.0|4.0|0.22|0.22|individual measurement, outstanding
19859|BCAX_KO|41.44|41.62|14.0|1.05|298|PKS|9.5|9.5|0.3|0.3|individual measurement, outstanding
19860|BCAX_KO|41.44|41.62|38.0|0.75|298|SKS|15.0|15.0|0.3|0.3|individual measurement, outstanding
19861|BCAX_KO|41.44|41.62|41.0|0.85|298|PKS|5.0|5.0|0.1|0.1|individual measurement, outstanding
19862|BCAX_KO|41.44|41.62|40.0|0.85|298|SKK|15.5|15.5|0.43|0.43|individual measurement, good
19863|BCAX_KO|41.44|41.62|73.0|0.6|298|SKS|17.0|17.0|0.22|0.22|individual measurement, good
19864|BCAX_KO|41.44|41.62|19.0|0.95|298|PKS|7.5|7.5|0.18|0.18|individual measurement, outstanding
19865|BCAX_KO|41.44|41.62|29.0|1.35|298|PKS|5.0|5.0|0.22|0.22|individual measurement, good
19866|BCAX_KO|41.44|41.62|46.0|1.45|298|SKS|15.5|15.5|0.55|0.55|individual measurement, outstanding
19867|BCAX_KO|41.44|41.62|60.0|1.65|298|SKK|10.0|10.0|0.4|0.4|individual measurement, good
19868|BCAX_KO|41.44|41.62|55.0|1.65|298|PKS|5.5|5.5|0.28|0.28|individual measurement, good
19869|BCAX_KO|41.44|41.62|56.0|1.6|298|PKS|4.0|4.0|0.28|0.28|individual measurement, good
19870|BCAX_KO|41.44|41.62|54.0|1.35|298|PKS|4.0|4.0|0.18|0.18|individual measurement, outstanding
19871|BCAX_KO|41.44|41.62|48.0|0.85|298|PKS|12.5|12.5|0.32|0.32|individual measurement, good
19872|BCAX_KO|41.44|41.62|46.0|0.95|298|PKS|12.0|12.0|0.33|0.33|individual measurement, good
19873|BCAX_KO|41.44|41.62|41.0|0.9|298|PKS|9.5|9.5|0.17|0.17|individual measurement, outstanding
19874|BCAX_KO|41.44|41.62|18.0|2.55|298|PKS|2.5|2.5|0.3|0.3|individual measurement, outstanding
19875|BCAX_KO|41.44|41.62|32.0|1.15|298|PKS|7.0|7.0|0.18|0.18|individual measurement, good
19876|BCAX_KO|41.44|41.62|53.0|1.15|298|PKS|10.0|10.0|0.33|0.33|individual measurement, outstanding
19877|BCAX_KO|41.44|41.62|48.0|1.2|298|PKS|11.0|11.0|0.3|0.3|individual measurement, good
19878|BCAX_KO|41.44|41.62|47.0|0.95|298|PKS|12.5|12.5|0.3|0.3|individual measurement, outstanding
19879|BCAX_KO|41.44|41.62|50.0|1.35|298|PKS|6.5|6.5|0.25|0.25|individual measurement, outstanding
19880|BCAX_KO|41.44|41.62|54.0|2.1|298|SKS|4.5|4.5|0.37|0.37|individual measurement, outstanding
19881|BCAX_KO|41.44|41.62|58.0|1.6|298|SKS|5.5|5.5|0.45|0.45|individual measurement, good
19882|BCAX_KO|41.44|41.62|22.0|0.9|298|PKS|9.0|9.0|0.2|0.2|individual measurement, good
19883|BCAX_KO|41.44|41.62|45.0|1.0|298|SKS|11.5|11.5|0.28|0.28|individual measurement, good
19884|BCAX_KO|41.44|41.62|39.0|1.25|298|SKK|8.5|8.5|0.2|0.2|individual measurement, good
19885|BCAX_KO|41.44|41.62|44.0|1.05|298|SKS|16.0|16.0|0.4|0.4|individual measurement, good
19886|BCAX_KO|41.44|41.62|45.0|2.15|298|SKK|3.0|3.0|0.5|0.5|individual measurement, good
19887|BCAX_KO|41.44|41.62|51.0|0.7|298|SKS|15.0|15.0|0.23|0.23|individual measurement, good
19888|BCAX_KO|41.44|41.62|61.0|0.7|298|SKK|17.0|17.0|0.3|0.3|individual measurement, good
19889|BCAX_KO|41.44|41.62|57.0|1.3|298|SKS|12.5|12.5|0.42|0.42|individual measurement, good
19890|BCAX_KO|41.44|41.62|63.0|1.75|298|SKK|4.5|4.5|0.35|0.35|individual measurement, good
19891|BCAX_KO|41.44|41.62|41.0|1.75|298|SKS|3.0|3.0|0.18|0.18|individual measurement, good
19892|BCAX_KO|41.44|41.62|47.0|1.05|298|PKS|8.5|8.5|0.25|0.25|individual measurement, outstanding
19893|BCAX_KO|41.44|41.62|31.0|1.15|298|SKK|14.0|14.0|0.35|0.35|individual measurement, good
19894|BCAX_KO|41.44|41.62|51.0|1.6|298|SKS|6.0|6.0|0.3|0.3|individual measurement, good
19895|BCAX_KO|41.44|41.62|51.0|1.7|298|SKK|15.0|15.0|0.42|0.42|individual measurement, good
19896|BCAX_KO|41.44|41.62|56.0|1.35|298|PKS|2.5|2.5|0.12|0.12|individual measurement, outstanding
19897|BCAX_KO|41.44|41.62|36.0|1.35|298|SKS|5.5|5.5|0.2|0.2|individual measurement, outstanding
19898|BCAX_KO|41.44|41.62|23.0|1.2|298|PKS|14.0|14.0|0.42|0.42|individual measurement, outstanding
19899|BCAX_KO|41.44|41.62|46.0|1.85|298|SKK|2.5|2.5|0.25|0.25|individual measurement, good
19900|BCAX_KO|41.44|41.62|17.0|1.1|298|SKK|17.0|17.0|0.5|0.5|individual measurement, good
19901|BCAX_KO|41.44|41.62|61.0|1.9|298|PKS|7.5|7.5|0.5|0.5|individual measurement, outstanding
19902|BCAX_KO|41.44|41.62|54.0|1.6|298|PKS|9.0|9.0|0.4|0.4|individual measurement, outstanding
19903|BCAX_KO|41.44|41.62|44.0|1.55|298|PKS|5.5|5.5|0.23|0.23|individual measurement, good
19904|BCAX_KO|41.44|41.62|55.0|1.95|298|SKK|8.0|8.0|0.5|0.5|individual measurement, good
19905|BCAX_KO|41.44|41.62|30.0|0.65|298|PKS|16.5|16.5|0.3|0.3|individual measurement, outstanding
19906|BCAX_KO|41.44|41.62|10.0|1.4|298|SKK|9.5|9.5|0.45|0.45|individual measurement, good
19907|BCAX_KO|41.44|41.62|53.0|1.25|298|SKS|13.5|13.5|0.55|0.55|individual measurement, outstanding
19908|BCAX_KO|41.44|41.62|42.0|1.55|298|SKK|13.0|13.0|0.43|0.43|individual measurement, good
19909|BCAX_KO|41.44|41.62|42.0|1.45|298|PKS|5.0|5.0|0.23|0.23|individual measurement, outstanding
19910|BCAX_KO|41.44|41.62|36.0|1.35|298|SKS|11.0|11.0|0.4|0.4|individual measurement, good
19911|BCAX_KO|41.44|41.62|37.0|1.55|298|PKS|4.5|4.5|0.22|0.22|individual measurement, good
19912|BCAX_KO|41.44|41.62|60.0|1.7|298|SKS|10.0|10.0|0.5|0.5|individual measurement, outstanding
19913|BCAX_KO|41.44|41.62|30.0|1.25|298|PKS|5.0|5.0|0.17|0.17|individual measurement, good
19914|BCAX_KO|41.44|41.62|34.0|1.35|298|PKS|6.0|6.0|0.38|0.38|individual measurement, good
19915|BCAX_KO|41.44|41.62|84.0|1.2|298|SKK|6.0|6.0|0.3|0.3|individual measurement, good
19916|BCAX_KO|41.44|41.62|46.0|1.95|298|PKS|4.5|4.5|0.35|0.35|individual measurement, good
19917|BCAX_KO|41.44|41.62|42.0|1.25|298|SKS|2.5|2.5|0.1|0.1|individual measurement, outstanding
19918|BCAX_KO|41.44|41.62|36.0|1.4|298|SKS|4.5|4.5|0.15|0.15|individual measurement, good
19919|BCAX_KO|41.44|41.62|61.0|1.65|298|SKS|7.5|7.5|0.55|0.55|individual measurement, outstanding
19920|BCAX_KO|41.44|41.62|38.0|0.9|298|PKS|11.0|11.0|0.3|0.3|individual measurement, good
19921|BCAX_KO|41.44|41.62|61.0|1.7|298|SKS|5.0|5.0|0.4|0.4|individual measurement, good
19922|BCAX_KO|41.44|41.62|32.0|1.2|298|PKS|8.5|8.5|0.25|0.25|individual measurement, good
19923|BCAX_KO|41.44|41.62|49.0|1.2|298|SKK|14.0|14.0|0.47|0.47|individual measurement, good
19924|BCAX_KO|41.44|41.62|36.0|1.6|298|PKS|5.5|5.5|0.23|0.23|individual measurement, good
19925|BCAX_KO|41.44|41.62|32.0|1.55|298|SKS|6.0|6.0|0.27|0.27|individual measurement, good
19926|BCAX_KO|41.44|41.62|54.0|1.45|298|SKK|4.5|4.5|0.18|0.18|individual measurement, good
19927|BCAX_KO|41.44|41.62|58.0|1.55|298|PKS|4.0|4.0|0.27|0.27|individual measurement, good
19928|BCAX_KO|41.44|41.62|64.0|1.55|298|SKS|9.0|9.0|0.45|0.45|individual measurement, good
19929|BCAX_KO|41.44|41.62|37.0|1.2|298|SKS|11.0|11.0|0.3|0.3|individual measurement, good
19930|BCAX_KO|41.44|41.62|39.0|1.3|298|SKS|6.0|6.0|0.2|0.2|individual measurement, outstanding
19931|BCAX_KO|41.44|41.62|52.0|1.5|298|SKS|5.5|5.5|0.25|0.25|individual measurement, good
19932|BCAX_KO|41.44|41.62|54.0|1.65|298|SKK|6.0|6.0|0.3|0.3|individual measurement, good
19933|BCAX_KO|41.44|41.62|61.0|2.1|298|SKS|3.5|3.5|0.35|0.35|individual measurement, outstanding
19934|BCAX_KO|41.44|41.62|49.0|1.15|298|SKS|5.0|5.0|0.2|0.2|individual measurement, outstanding
19935|BCAX_KO|41.44|41.62|52.0|2.1|298|SKS|5.5|5.5|0.47|0.47|individual measurement, good
19936|BCAX_KO|41.44|41.62|38.0|2.15|298|SKS|4.0|4.0|0.28|0.28|individual measurement, outstanding
19937|BCAX_KO|41.44|41.62|30.0|0.95|298|PKS|7.0|7.0|0.15|0.15|individual measurement, good
19938|BCAX_KO|41.44|41.62|49.0|1.2|298|SKS|11.0|11.0|0.32|0.32|individual measurement, good
19939|BCAX_KO|41.44|41.62|26.0|1.55|298|PKS|8.5|8.5|0.35|0.35|individual measurement, good
19940|BCAX_KO|41.44|41.62|46.0|1.3|298|SKS|10.0|10.0|0.25|0.25|individual measurement, outstanding
19941|BCAX_KO|41.44|41.62|58.0|1.7|298|SKS|6.5|6.5|0.28|0.28|individual measurement, outstanding
19942|BCAX_KO|41.44|41.62|33.0|1.35|298|SKS|8.5|8.5|0.2|0.2|individual measurement, good
19943|BCAX_KO|41.44|41.62|50.0|1.15|298|SKK|10.5|10.5|0.4|0.4|individual measurement, good
19944|BCAX_KO|41.44|41.62|41.0|1.35|298|PKS|5.5|5.5|0.3|0.3|individual measurement, good
19945|BCAX_KO|41.44|41.62|45.0|1.55|298|SKK|5.0|5.0|0.32|0.32|individual measurement, good
19946|BCAX_KO|41.44|41.62|61.0|2.15|298|SKS|4.0|4.0|0.43|0.43|individual measurement, good
19947|BCAX_KO|41.44|41.62|27.0|0.9|298|SKK|16.0|16.0|0.45|0.45|individual measurement, good
19948|BCKX_KO|37.46|30.59|298.0|1.1|298|SKK|8.5|8.5|0.22|0.22|individual measurement, good
19949|BCKX_KO|37.46|30.59|307.0|1.35|298|SKK|4.5|4.5|0.17|0.17|individual measurement, good
19950|BCKX_KO|37.46|30.59|339.0|2.05|298|SKK|5.5|5.5|0.3|0.3|individual measurement, good
19951|BCKX_KO|37.46|30.59|59.0|0.95|298|SKS|8.5|8.5|0.28|0.28|individual measurement, outstanding
19952|BCKX_KO|37.46|30.59|301.0|2.15|298|SKS|3.0|3.0|0.27|0.27|individual measurement, good
19953|BCKX_KO|37.46|30.59|290.0|1.1|298|SKK|7.5|7.5|0.2|0.2|individual measurement, outstanding
19954|BCKX_KO|37.46|30.59|290.0|2.0|298|SKS|2.0|2.0|0.3|0.3|individual measurement, good
19955|BCKX_KO|37.46|30.59|318.0|1.95|298|SKS|2.0|2.0|0.45|0.45|individual measurement, outstanding
19956|BCKX_KO|37.46|30.59|316.0|1.9|298|SKS|4.0|4.0|0.5|0.5|individual measurement, outstanding
19957|BCKX_KO|37.46|30.59|286.0|2.7|298|SKS|2.0|2.0|0.35|0.35|individual measurement, good
19958|BCKX_KO|37.46|30.59|301.0|1.95|298|SKS|4.5|4.5|0.43|0.43|individual measurement, good
19959|BCKX_KO|37.46|30.59|313.0|1.55|298|SKS|12.0|12.0|0.45|0.45|individual measurement, good
19960|BCKX_KO|37.46|30.59|59.0|1.1|298|SKS|9.0|9.0|0.33|0.33|individual measurement, good
19961|BCKX_KO|37.46|30.59|289.0|1.15|298|SKS|6.0|6.0|0.25|0.25|individual measurement, outstanding
19962|BCKX_KO|37.46|30.59|320.0|2.2|298|SKS|3.5|3.5|0.45|0.45|individual measurement, outstanding
19963|BCKX_KO|37.46|30.59|334.0|1.55|298|SKK|11.0|11.0|0.45|0.45|individual measurement, good
19964|BCKX_KO|37.46|30.59|288.0|2.6|298|SKS|3.0|3.0|0.37|0.37|individual measurement, good
19965|BEDI_YL|41.12|33.51|62.0|1.15|298|SKS|17.5|17.5|0.5|0.5|individual measurement, good
19966|BEDI_YL|41.12|33.51|39.0|1.35|298|PKS|6.0|6.0|0.2|0.2|individual measurement, good
19967|BEDI_YL|41.12|33.51|49.0|1.45|298|SKS|2.5|2.5|0.13|0.13|individual measurement, outstanding
19968|BEDI_YL|41.12|33.51|51.0|1.25|298|SKK|11.5|11.5|0.4|0.4|individual measurement, good
19969|BEDI_YL|41.12|33.51|60.0|0.9|298|SKS|13.0|13.0|0.3|0.3|individual measurement, good
19970|BEDI_YL|41.12|33.51|53.0|1.15|298|SKS|9.5|9.5|0.35|0.35|individual measurement, good
19971|BEDI_YL|41.12|33.51|44.0|1.15|298|SKS|4.0|4.0|0.12|0.12|individual measurement, good
19972|BEDI_YL|41.12|33.51|55.0|0.65|298|SKS|14.0|14.0|0.2|0.2|individual measurement, good
19973|BEDI_YL|41.12|33.51|38.0|1.1|298|SKS|6.0|6.0|0.17|0.17|individual measurement, good
19974|BEDI_YL|41.12|33.51|44.0|1.2|298|SKK|5.5|5.5|0.17|0.17|individual measurement, good
19975|BEDI_YL|41.12|33.51|52.0|1.3|298|SKS|5.0|5.0|0.22|0.22|individual measurement, good
19976|BEDI_YL|41.12|33.51|43.0|1.3|298|SKS|3.0|3.0|0.12|0.12|individual measurement, good
19977|BEDI_YL|41.12|33.51|48.0|1.95|298|SKK|5.0|5.0|0.52|0.52|individual measurement, good
19978|BEDI_YL|41.12|33.51|53.0|1.15|298|SKS|15.5|15.5|0.45|0.45|individual measurement, good
19979|BEDI_YL|41.12|33.51|49.0|1.2|298|SKS|5.5|5.5|0.17|0.17|individual measurement, good
19980|BEDI_YL|41.12|33.51|61.0|1.2|298|SKS|13.5|13.5|0.52|0.52|individual measurement, good
19981|BEDI_YL|41.12|33.51|53.0|1.3|298|SKK|5.0|5.0|0.18|0.18|individual measurement, good
19982|BEDI_YL|41.12|33.51|43.0|1.3|298|SKS|5.0|5.0|0.12|0.12|individual measurement, outstanding
19983|BEDI_YL|41.12|33.51|52.0|1.3|298|SKS|6.0|6.0|0.2|0.2|individual measurement, good
19984|BEDI_YL|41.12|33.51|53.0|0.9|298|SKS|11.0|11.0|0.2|0.2|individual measurement, outstanding
