index,Station,Event,Ev_lat,Ev_lon,Depth,Mag,Baz,Phase,SCPhi,SCPhi_std,SCdt,SCdt_std,RCPhi,RCPhi_std,RCdt,RCdt_std,Null,Quality,CpH
470,GO.ONI,20140202_092636,-32.9594,-177.9203,32.6,6.4,87.1,SKKS,62.1,44.75,0.7,0.98,35.1,44.75,0.5,0.98,TRUE,Fair,0.89
471,GO.ONI,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.79,SKKS,23.79,19,1.5,0.8,36.79,21,1.1,0.88,FALSE,Fair,0.69
472,GO.ONI,20140924_111613,-23.7849,-66.5888,204.5,6.2,264.57,SKKS,72.57,44.75,1.1,0.98,41.57,44.75,0.4,0.98,TRUE,Fair,0.82
473,GO.ONI,20141116_223323,-37.5989,179.6109,34.5,6.7,96.28,SKKS,19.28,44.75,2.6,0.98,63.28,44.75,0.8,0.98,TRUE,Fair,0.82
474,GO.ONI,20150202_104948,-32.6484,-67.1501,172.7,6.3,256.18,SKKS,5.18,3.75,2,0.3,12.18,44.75,1.6,0.98,TRUE,Good,0.91
475,GO.ONI,20150424_033642,-42.1047,173.108,50.8,6,106.71,SKKS,36.71,44.75,2.7,0.98,-89.29,44.75,0.8,0.98,TRUE,Good,0.94
476,GO.ONI,20150610_135208,-22.4098,-68.4519,121.8,6.1,267.05,SKKS,63.05,3.5,2,0.25,49.05,44.75,1.5,0.98,FALSE,Poor,0.43
477,GO.ONI,20150919_050647,-29.6411,-72.077,6,6.1,262.17,SKKS,6.17,44.75,2.2,0.98,48.17,44.75,0.7,0.98,TRUE,Good,0.93
478,GO.ONI,20151107_070431,-29.4642,-72.3015,13,6.2,262.5,SKKS,46.5,8.25,1.7,0.3,24.5,44.75,1.5,0.98,FALSE,Fair,0.39
479,GO.ONI,20151111_015438,-29.5067,-72.0068,12,6.9,262.27,SKKS,72.27,44.75,2.4,0.98,-24.73,44.75,3.9,0.98,TRUE,Good,0.96
480,GO.ONI,20160725_172650,-26.1049,-70.5074,72,6.1,264.83,SKKS,49.83,16.25,1.3,0.55,20.83,44.75,1.3,0.98,FALSE,Poor,0.67
481,GO.ONI,20160804_141513,-22.3087,-66.0261,270,6.2,265.56,SKS,38.56,5.25,1.4,0.07,37.56,44.75,1.4,0.7,FALSE,Good,0.6
482,GO.ONI,20160819_073222,-55.2793,-31.874,10,7.4,218.22,SKS,-58.78,44.75,3.9,0.98,63.22,44.75,0.4,0.98,TRUE,Fair,0.89
483,GO.ONI,20130325_230212,14.5905,-90.4772,193.7,6.2,312.67,SKS,-61.33,44.75,3.7,0.98,65.67,44.75,0.5,0.98,FALSE,Poor,0.69
484,GO.ONI,20130615_173429,11.7418,-87.0457,41.4,6.4,308.05,SKS,30.05,44.75,3.5,0.98,-18.95,44.75,0.4,0.98,FALSE,Poor,0.79
485,GO.ONI,20130704_171557,-7.0042,155.7104,55.2,6,79.66,SKS,-16.34,24,3.9,0.78,-65.34,44.75,0,0.98,TRUE,Good,0.92
486,GO.ONI,20130717_023743,-15.6661,-71.7458,13,6,275.36,SKS,23.36,14,1.1,0.45,49.36,44.75,0.6,0.98,TRUE,Fair,0.8
487,GO.ONI,20130812_094931,-5.4117,-81.979,12.8,6.2,291.79,SKS,-76.21,2,3.9,0.35,54.79,44.75,0.1,0.98,FALSE,Poor,0.78
488,GO.ONI,20140315_085920,-14.1014,-76.352,10,6.1,280.1,SKS,89.1,44.75,1.7,0.98,50.1,44.75,0.5,0.98,TRUE,Fair,0.89
489,GO.ONI,20140315_235132,-5.6717,-80.9351,26.5,6.3,290.73,SKS,-79.27,44.75,1.8,0.98,59.73,44.75,0.5,0.98,TRUE,Fair,0.82
490,GO.ONI,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.79,SKS,59.79,13.25,1.2,0.38,39.79,44.75,1,0.98,FALSE,Fair,0.68
491,GO.ONI,20140402_161326,7.851,-82.3332,24.6,6,301.65,SKS,-67.35,24.75,3.9,0.23,-31.35,44.75,0,0.98,TRUE,Good,0.93
492,GO.ONI,20140403_015829,-20.3644,-70.5007,10.6,6.6,270.3,SKS,60.3,8.25,1.6,0.33,29.3,44.75,1.3,0.98,FALSE,Poor,0.61
493,GO.ONI,20140404_114033,-10.4868,161.5607,71,6,78.11,SKS,-35.89,44.75,3.5,0.98,79.11,44.75,1.3,0.98,FALSE,Poor,0.63
494,GO.ONI,20140504_092515,-25.9072,178.2219,627.3,6.4,80.22,SKS,73.22,44.75,3.9,0.98,22.22,44.75,0.3,0.98,TRUE,Fair,0.88
495,GO.ONI,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.68,SKS,-63.32,2.5,3.9,0.4,68.68,44.75,0.5,0.98,TRUE,Fair,0.88
496,GO.ONI,20140707_112354,14.724,-92.4614,53,6.9,314.44,SKS,36.44,1,3.9,0.23,-11.56,44.75,0.4,0.98,TRUE,Good,0.9
497,GO.ONI,20140729_104613,17.81,-95.501,99,6.4,318.78,SKS,39.78,44.75,3.9,0.98,-7.22,44.75,0.4,0.98,TRUE,Good,0.93
498,GO.ONI,20140824_232141,-14.52,-73.535,70,6.8,277.65,SKS,44,13.25,0.9,0.25,45,17.25,0.9,0.45,FALSE,Good,0.73
499,GO.ONI,20140824_232143,-14.589,-73.45,74.4,6.8,277.52,SKS,45,13.25,0.9,0.25,45,17.25,0.9,0.45,FALSE,Good,0.73
500,GO.ONI,20140924_111613,-23.7849,-66.5888,204.5,6.2,264.57,SKS,59,6,1.7,0.3,40,44.75,1.2,0.98,FALSE,Fair,0.57
501,GO.ONI,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.28,SKS,53.28,6.5,1.5,0.2,41.28,44.75,1.3,0.98,FALSE,Fair,0.6
502,GO.ONI,20150216_220054,-55.5186,-28.2292,18.1,6.3,216.58,SKS,-65.42,7,3.1,0.73,71.58,44.75,0.7,0.98,TRUE,Fair,0.84
503,GO.ONI,20150310_205544,6.7968,-73.0377,162,6.2,293.66,SKS,-75.34,44.75,2.7,0.98,59.66,44.75,0.5,0.98,TRUE,Fair,0.82
504,GO.ONI,20150323_045137,-18.3544,-69.1883,127.1,6.4,271.21,SKS,56.21,13.25,1.3,0.4,42.21,44.75,1.2,0.98,FALSE,Fair,0.63
505,GO.ONI,20150430_104505,-5.3537,151.8023,54.7,6.6,81.2,SKS,73.2,44.75,1.1,0.98,33.2,43.5,0.3,0.98,TRUE,Fair,0.84
506,GO.ONI,20150610_135208,-22.4098,-68.4519,121.8,6.1,267.05,SKS,58.05,44.75,1,0.98,39.05,44.75,0.8,0.98,FALSE,Fair,0.76
507,GO.ONI,20150718_022732,-10.4574,165.1009,11.8,6.9,75.36,SKS,-24.64,44.75,3.9,0.98,-78.64,44.75,0.1,0.98,TRUE,Good,0.92
508,GO.ONI,20150815_074707,-10.9382,163.8328,19.2,6.4,76.75,SKS,66.75,44.75,3.9,0.98,-77.25,44.75,0.1,0.98,TRUE,Good,0.96
509,GO.ONI,20150916_140322,-6.0114,151.4768,6,6.1,81.93,SKS,69.93,44.75,1.2,0.98,32.93,44.75,0.4,0.98,TRUE,Fair,0.87
510,GO.ONI,20150916_231609,-31.6,-71.9189,35,6.1,259.97,SKS,-16.03,44.75,3.9,0.98,23.97,20,0.1,0.6,TRUE,Fair,0.86
511,GO.ONI,20150928_152805,-23.8,-66.6,219,6,264.56,SKS,50.56,15.25,1.7,0.65,48,44.75,1.7,0.98,FALSE,Good,0.29
512,GO.ONI,20130717_023743,-15.6661,-71.7458,13,6,275.36,SKS,21.36,9.5,1.3,0.45,52.36,44.75,0.6,0.98,TRUE,Fair,0.84
513,GO.ONI,20140412_201438,-11.2581,162.1387,15.3,7.6,78.31,SKS,65.31,12.75,3.6,0.82,3.31,44.75,1,0.98,FALSE,Poor,0.79
514,GO.ONI,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.28,SKS,53.28,6.25,1.5,0.2,46.28,44.75,1.4,0.98,FALSE,Good,0.54
515,GO.ONI,20150505_014404,-5.5168,151.8641,29.6,7.5,81.28,SKS,64.28,44.75,1.3,0.98,26.28,36.5,0.7,0.98,TRUE,Fair,0.81
516,GO.ONI,20151217_194953,15.8009,-93.6294,85,6.6,316.06,SKS,39.06,23.5,3.9,0.58,-10.94,44.75,0.2,0.98,TRUE,Good,0.94
517,GO.ONI,20160415_141126,13.4008,-92.367,22.41,6.1,313.59,SKS,-34.41,44.75,1.5,0.98,3.59,44.75,0.5,0.82,FALSE,Poor,0.77
518,GO.ONI,20160725_172650,-26.1049,-70.5074,72,6.1,264.83,SKS,33.83,19.25,1.1,0.65,40.83,44.75,1,0.98,FALSE,Good,0.56
519,GO.ONI,20160804_141513,-22.3087,-66.0261,270,6.2,265.56,SKS,40.56,14,1.3,0.35,43.56,44.75,1.3,0.98,FALSE,Good,0.48
520,GO.ONI,20160821_034523,-55.2775,-31.7546,10,6.4,218.17,SKS,28.17,26.5,3.9,0.62,-23.83,44.75,0.2,0.98,TRUE,Fair,0.85
521,GO.ONI,20151121_090613,-7.1484,129.9375,82,6.1,97.47,SKS,62.47,44.75,0.9,0.98,47.47,44.75,0.8,0.98,FALSE,Fair,0.71
522,GO.ONI,20160319_112633,17.996,-60.7019,26,6,292.75,SKS,-84.25,44.75,1.2,0.98,66.75,22.25,0.6,0.78,TRUE,Fair,0.87
523,GO.ONI,20160823_193944,-7.2805,122.4255,532.4,6,102.66,SKS,78.66,10,1.3,0.35,63.66,44.75,1,0.98,FALSE,Fair,0.73
524,GO.SEAG,20140629_155228,-15.1011,-175.5143,26,6.4,64.38,SKS,52.38,44.75,3.9,0.98,-5.62,44.75,0.1,0.98,TRUE,Fair,0.88
525,GO.TBLG,20120607_040504,-36.0516,-70.8547,5.8,6,254.35,SKKS,-8.65,44.75,3.9,0.98,-49.65,44.75,0,0.98,TRUE,Good,0.96
526,GO.TBLG,20120607_160318,-15.9117,-72.4723,106.7,6.2,276.09,SKKS,18.09,6.75,2.3,0.78,51.09,44.75,0.7,0.98,FALSE,Poor,0.27
527,GO.TBLG,20120703_103615,-40.06,173.66,239,6.3,104.89,SKKS,-80.11,1.5,3.9,0.35,51.89,44.75,0.1,0.98,TRUE,Good,0.91
528,GO.TBLG,20121114_190205,-29.1789,-71.3863,61.5,6.2,262.36,SKKS,7.36,2.5,3.6,0.33,3.36,44.75,3.9,0.98,TRUE,Good,0.91
529,GO.TBLG,20130130_201543,-28.1096,-70.8883,46.1,6.8,263.2,SKKS,57.2,13.5,1.6,0.6,46.2,44.75,1.3,0.98,FALSE,Fair,0.52
530,GO.TBLG,20130812_094931,-5.4117,-81.979,12.8,6.2,292.4,SKKS,-63.6,44.75,3.9,0.98,-17.6,44.75,0.4,0.98,TRUE,Fair,0.88
531,GO.TBLG,20131117_090456,-60.3783,-46.5876,7.9,7.8,217.72,SKKS,41.72,44.75,3.9,0.98,87.72,44.75,0.2,0.98,FALSE,Poor,0.78
532,GO.TBLG,20140202_092636,-32.9594,-177.9203,32.6,6.4,89.28,SKKS,-85.72,0.75,3.8,0.28,-39.72,44.75,0.2,0.98,TRUE,Fair,0.81
533,GO.TBLG,20140316_211628,-19.9051,-70.6156,9.4,6.7,271.14,SKKS,4.14,44.75,2.9,0.98,48.14,19.75,0.2,0.38,TRUE,Good,0.95
534,GO.TBLG,20140323_182001,-19.7033,-70.7814,13.9,6.2,271.44,SKKS,15.44,44.75,3,0.98,58.44,44.75,1,0.98,TRUE,Good,0.9
535,GO.TBLG,20120205_001540,-18.9862,168.9728,158.8,6.1,81.67,SKS,17,10,1.1,0.3,40,44.75,0.8,0.98,FALSE,Fair,0.66
536,GO.TBLG,20120314_211310,-5.5834,151.0915,46.6,6.2,83.03,SKS,87.03,44.75,3.9,0.98,-44.97,44.75,0.1,0.98,TRUE,Fair,0.87
537,GO.TBLG,20120321_221505,-6.2233,146.0083,117.7,6.6,86.99,SKS,2.99,24,3.9,0.55,-38.01,44.75,0,0.98,TRUE,Good,0.94
538,GO.TBLG,20120514_100039,-17.7968,-69.7926,108.7,6.3,272.52,SKS,40.52,11.5,1.5,0.33,42.52,44.75,1.5,0.98,FALSE,Good,0.6
539,GO.TBLG,20120607_160318,-15.9117,-72.4723,106.7,6.2,276.09,SKS,65,7.5,1,0.18,51,44.75,0.9,0.98,FALSE,Fair,0.75
540,GO.TBLG,20120725_112027,-9.669,159.8561,23.7,6.5,80.07,SKS,28,44.75,1.6,0.98,44,44.75,1.3,0.98,FALSE,Fair,0.6
541,GO.TBLG,20120728_200359,-4.654,153.1678,58.8,6.5,80.87,SKS,88.87,44.75,3.9,0.98,47.87,44.75,0.2,0.98,TRUE,Fair,0.85
542,GO.TBLG,20120802_093831,-8.454,-74.2726,148.8,6,283.81,SKS,33.81,44.75,1.1,0.98,63.81,44.75,0.7,0.98,FALSE,Poor,0.7
543,GO.TBLG,20121009_123208,-60.6414,153.9333,12.1,6.6,139.48,SKS,42.48,44.75,1,0.98,1.48,44.75,0.2,0.98,FALSE,Poor,0.73
544,GO.TBLG,20121110_145750,-8.9367,-75.0884,128.6,6,284.03,SKS,18.03,44.75,3.9,0.98,-24.97,44.75,0,0.98,TRUE,Good,0.9
545,GO.TBLG,20121119_094435,-5.7528,151.6402,22.9,6,82.78,SKS,-2.22,44.75,2.5,0.98,38.78,44.75,0.3,0.98,TRUE,Good,0.9
546,GO.TBLG,20130325_230212,14.5905,-90.4772,193.7,6.2,313.54,SKS,38.54,44.75,1.9,0.98,-4.46,15.5,0.2,0.18,TRUE,Good,0.97
547,GO.TBLG,20130423_231443,-3.8359,152.2033,24.4,6.5,80.91,SKS,89.91,44.75,3.9,0.98,-38.09,44.75,0.1,0.98,TRUE,Fair,0.87
548,GO.TBLG,20130615_173429,11.7418,-87.0457,41.4,6.4,308.89,SKS,45.89,44.75,3.9,0.98,6.89,44.75,0,0.98,TRUE,Good,0.9
549,GO.TBLG,20130704_171557,-7.0042,155.7104,55.2,6,80.9,SKS,87.9,44.75,3.7,0.98,-44.1,44.75,0.2,0.98,TRUE,Fair,0.8
550,GO.TBLG,20130717_023743,-15.6661,-71.7458,13,6,275.79,SKS,37,11.75,0.8,0.2,55,12.5,0.7,0.15,FALSE,Fair,0.76
551,GO.TBLG,20130812_094931,-5.4117,-81.979,12.8,6.2,292.4,SKS,32.4,44.75,1.8,0.98,70.4,44.75,0.5,0.98,TRUE,Good,0.95
552,GO.TBLG,20130925_164243,-15.9001,-74.6012,38.2,7,277.63,SKS,23.63,17.25,2.8,0.88,62.63,44.75,1,0.98,FALSE,Poor,0.74
553,GO.TBLG,20140315_235132,-5.6717,-80.9351,26.5,6.3,291.33,SKS,25.33,44.75,3.9,0.98,72.33,42.25,0.2,0.98,TRUE,Fair,0.83
554,GO.TBLG,20140316_211628,-19.9051,-70.6156,9.4,6.7,271.14,SKS,46,21.5,0.8,0.95,51.14,44.75,0.8,0.98,FALSE,Good,0.71
555,GO.TBLG,20140317_051133,-20.06,-70.8284,5.3,6.4,271.14,SKS,11,44.75,1.8,0.98,50,44.75,0.5,0.98,FALSE,Poor,0.63
556,GO.TBLG,20140323_182001,-19.7033,-70.7814,13.9,6.2,271.44,SKS,26.44,13.5,1.4,0.48,44.44,17.25,1.1,0.57,FALSE,Fair,0.75
557,GO.TBLG,20140420_001559,-7.0867,155.367,32.5,6.2,81.21,SKS,79.21,44.75,3.9,0.98,-57.79,20.25,0,0.52,TRUE,Good,0.93
558,GO.TBLG,20140707_112354,14.724,-92.4614,53,6.9,315.33,SKS,39.33,44.75,3.9,0.98,-9.67,44.75,0.2,0.98,TRUE,Good,0.91
559,GO.TBLG,20130717_023743,-15.6661,-71.7458,13,6,275.79,SKS,22.79,3.75,1.3,0.2,46.79,15.25,0.7,0.28,FALSE,Fair,0.79
560,GO.TBLG,20130925_164243,-15.9001,-74.6012,38.2,7,277.63,SKS,23.63,20,2.8,0.92,61.63,44.75,1,0.98,FALSE,Poor,0.76
561,GO.TBLG,20140412_201438,-11.2581,162.1387,15.3,7.6,79.73,SKS,84.73,44.75,3.3,0.98,-51.27,44.75,0.3,0.98,FALSE,Poor,0.78
562,GO.TBLG,20140413_123619,-11.4669,161.9601,34.2,7.4,80.04,SKS,82.04,44.75,3.1,0.98,-54.96,44.75,0.1,0.98,TRUE,Good,0.92
563,GO.TRLG,20130130_201543,-28.1096,-70.8883,46.1,6.8,262.68,SKKS,78.68,44.75,1.6,0.98,37.68,16.25,0.2,0.2,TRUE,Good,0.94
564,GO.TRLG,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.6,SKKS,80.6,44.75,2.5,0.98,31.6,44.75,0.6,0.98,FALSE,Poor,0.77
565,GO.TRLG,20140323_182001,-19.7033,-70.7814,13.9,6.2,270.9,SKKS,-14.1,44.75,3.9,0.98,-67.1,44.75,0.7,0.98,TRUE,Fair,0.86
566,GO.TRLG,20140824_232141,-14.52,-73.535,70,6.8,277.52,SKKS,-79.48,44.75,2.2,0.98,-37.48,44.75,0.1,0.98,TRUE,Fair,0.82
567,GO.TRLG,20121119_094435,-5.7528,151.6402,22.9,6,82.39,SKS,-11.61,44.75,3.9,0.98,-59.61,44.75,0.1,0.98,TRUE,Good,0.95
568,GO.TRLG,20121129_111025,-3.592,145.7396,25,6,84.77,SKS,81.77,44.75,3.9,0.98,32.77,44.75,0.2,0.98,TRUE,Good,0.9
569,GO.TRLG,20130130_230347,-10.6598,166.4759,36,6.1,75.57,SKS,84.57,13.25,2.1,0.9,-52.43,12.75,0.4,0.25,FALSE,Poor,0.79
570,GO.TRLG,20130209_141606,1.0345,-77.462,144.2,7,293.11,SKS,28.11,44.75,3.9,0.98,77.11,44.75,0.1,0.98,TRUE,Fair,0.85
571,GO.TRLG,20130222_120158,-27.9052,-63.1349,585.6,6.1,258.37,SKS,54.37,44.75,0.9,0.98,26.37,44.75,0.6,0.98,TRUE,Fair,0.89
572,GO.TRLG,20140311_220312,-3.1902,148.6003,16.3,6.1,82.52,SKS,-14.48,44.75,3.9,0.98,23.52,44.75,0,0.98,FALSE,Poor,0.76
573,GO.TRLG,20140315_235132,-5.6717,-80.9351,26.5,6.3,290.71,SKS,29.71,44.75,2.3,0.98,70.71,44.75,0.4,0.98,TRUE,Fair,0.8
574,GO.TRLG,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.6,SKS,84.6,15.75,3.6,0.9,37.6,44.75,0.4,0.98,TRUE,Fair,0.89
575,GO.TRLG,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.65,SKS,-57.35,44.75,3.9,0.98,73.65,44.75,0,0.98,TRUE,Good,0.96
576,GO.TRLG,20140707_112354,14.724,-92.4614,53,6.9,314.73,SKS,36.73,3,3.5,0.65,-10.27,44.75,0.4,0.98,TRUE,Fair,0.89
577,GO.TRLG,20140721_145441,-19.8015,-178.4001,615.4,6.9,71.74,SKS,59.74,44.75,3.9,0.98,5.74,44.75,0.3,0.98,TRUE,Good,0.91
578,GO.TRLG,20140729_104613,17.81,-95.501,99,6.4,319.1,SKS,40.1,17.25,2.3,0.9,0.1,44.75,0.6,0.98,TRUE,Fair,0.86
579,GO.TRLG,20140824_232141,-14.52,-73.535,70,6.8,277.52,SKS,-88.48,44.75,2.3,0.98,44.52,44.75,0.4,0.98,TRUE,Fair,0.87
580,GO.TRLG,20140824_232143,-14.589,-73.45,74.4,6.8,277.4,SKS,-87.6,44.75,2.8,0.98,45.4,44.75,0.3,0.98,TRUE,Fair,0.86
581,GO.TRLG,20130209_141606,1.0345,-77.462,144.2,7,293.11,SKS,28.11,44.75,3.9,0.98,77.11,20.25,0.1,0.6,TRUE,Good,0.91
582,GO.TRLG,20141014_035137,12.5893,-88.072,63.9,7.3,309.69,SKS,27.69,17,3.1,0.9,-18.31,44.75,0.7,0.98,TRUE,Fair,0.82
583,II.KIV,20110418_130304,-34.286,179.9433,98.1,6.5,88.14,SKKS,82.14,44.75,1.7,0.98,39.14,44.75,0.3,0.98,TRUE,Fair,0.85
584,II.KIV,20111028_185434,-14.5572,-76.1207,29,7,279.77,SKKS,-89.23,1.25,3,0.38,48.77,44.75,0.5,0.98,FALSE,Poor,0.79
585,II.KIV,20120130_051059,-14.2139,-75.6584,34.2,6.4,279.7,SKKS,53.7,19.5,0.6,0.45,53.7,16.75,0.6,0.35,FALSE,Fair,0.76
586,II.KIV,20121114_190205,-29.1789,-71.3863,61.5,6.2,262.79,SKKS,-12.21,1,3.9,0.23,-61.21,44.75,0.1,0.98,TRUE,Good,0.92
587,II.KIV,20140316_211628,-19.9051,-70.6156,9.4,6.7,271.07,SKKS,-86.93,44.75,1.6,0.98,-43.93,44.75,0.1,0.98,TRUE,Good,0.92
588,II.KIV,20140323_182001,-19.7033,-70.7814,13.9,6.2,271.37,SKKS,-2.63,44.75,3.9,0.98,-51.63,44.75,0,0.98,TRUE,Good,0.9
589,II.KIV,20141116_223323,-37.5989,179.6109,34.5,6.7,93.73,SKKS,0.73,44.75,3.9,0.98,-42.27,44.75,0.1,0.98,TRUE,Good,0.91
590,II.KIV,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.56,SKKS,28.56,19.5,0.6,0.45,42.56,21.25,0.5,0.62,TRUE,Fair,0.83
591,II.KIV,20150610_135208,-22.4098,-68.4519,121.8,6.1,267.35,SKKS,2.35,44.75,3.4,0.98,50.35,44.75,0.2,0.6,TRUE,Good,0.92
592,II.KIV,20150916_225915,-31.618,-71.745,26.7,6.4,260.48,SKKS,-20.52,44.75,3.7,0.98,-72.52,44.75,0.8,0.98,TRUE,Fair,0.82
593,II.KIV,20150922_071300,-31.4441,-71.2653,58,6,260.37,SKKS,83.37,44.25,3.9,0.95,-49.63,44.75,0.1,0.98,TRUE,Good,0.98
594,II.KIV,20160725_172650,-26.1049,-70.5074,72,6.1,265.27,SKKS,38.27,8.5,0.8,0.07,35.27,21.75,0.8,0.62,FALSE,Good,0.72
595,II.KIV,20161104_162043,-35.1033,-70.9964,90.79,6.4,256.26,SKKS,71.26,44.75,1.9,0.98,27.26,44.75,0.3,0.98,TRUE,Good,0.93
596,II.KIV,20170415_081943,-23.2706,-67.7655,155,6.2,266.11,SKKS,84.11,44.75,2.6,0.98,39.11,44.75,0.1,0.98,TRUE,Fair,0.87
597,II.KIV,20180410_101934,-30.9862,-71.5566,76.08,6.2,261.03,SKKS,5.03,4.75,1.8,0.45,37.03,44.75,0.7,0.98,FALSE,Poor,0.78
598,II.KIV,20190926_163618,-40.8152,-72.0019,129,6.1,250.12,SKKS,18.12,44.75,0.3,0.98,22.12,44.75,0.3,0.98,FALSE,Fair,0.79
599,II.KIV,20191104_215325,-31.8362,-71.3753,53,6.1,260.02,SKKS,1.02,0.75,2,0.13,2.02,18.25,1.9,0.62,TRUE,Good,0.99
600,II.KIV,20200603_073534,-23.2955,-68.4217,96.84,6.8,266.53,SKKS,9.53,44.75,0.8,0.98,41.53,44.75,0.3,0.98,TRUE,Good,0.93
601,II.KIV,20160528_094659,-56.2409,-26.9353,78,7.2,215.52,SKS,-59.48,44.75,3.9,0.98,70.52,44.75,0.1,0.98,TRUE,Fair,0.89
602,II.KIV,20160804_141513,-22.3087,-66.0261,270,6.2,265.81,SKS,51.81,13.5,0.6,0.18,29.81,44.75,0.6,0.98,TRUE,Good,0.92
603,II.KIV,20161124_184348,11.9597,-88.8355,10.34,7,309.42,SKS,31.42,1.5,3.9,0.33,-19.58,44.75,0.3,0.98,TRUE,Good,0.92
604,II.KIV,20180819_001940,-18.1125,-178.1536,600,8.2,65.84,SKS,-27.16,44.75,3.9,0.98,-72.16,44.75,0.1,0.98,TRUE,Fair,0.85
605,II.KIV,20180906_154914,-18.4952,179.3555,617.87,7.9,68.69,SKS,-82.31,22,0.6,0.95,-66.31,15.75,0.5,0.35,TRUE,Fair,0.88
606,II.KIV,20181211_022632,-58.5981,-26.4656,164.66,7.1,213.34,SKS,-58.66,44.75,3.9,0.98,-15.66,44.75,0,0.98,TRUE,Good,0.96
607,II.KIV,20190222_101722,-2.199,-77.0231,132.36,7.5,290.19,SKS,-74.81,44.75,1.6,0.98,61.19,44.75,0.2,0.98,TRUE,Good,0.99
608,II.KIV,20190301_085042,-14.7016,-70.135,267,7,275.18,SKS,13.18,44.75,1.7,0.98,52.18,44.75,0.4,0.98,TRUE,Fair,0.85
609,II.KIV,20110207_195342,-7.0927,155.3183,414.8,6.5,78.94,SKS,80.94,44.75,3.9,0.98,34.94,44.75,0,0.98,TRUE,Fair,0.87
610,II.KIV,20110306_123158,-18.2064,-69.5006,114.5,6.3,271.77,SKS,58,7.5,0.7,0.07,58,15,0.7,0.25,FALSE,Good,0.72
611,II.KIV,20110306_143236,-56.3864,-27.0253,92,6.5,215.44,SKS,34.44,44.75,3.9,0.98,-13.56,44.75,0,0.98,TRUE,Good,0.92
612,II.KIV,20110306_143242,-56.41,-26.68,101.2,6.5,215.28,SKS,33.28,44.75,3.9,0.98,76.28,44.75,0,0.98,TRUE,Good,0.94
613,II.KIV,20110407_131123,17.2651,-94.1439,165.1,6.7,316.96,SKS,41.96,1,3.9,0.4,-6.04,44.75,0.3,0.98,TRUE,Good,0.9
614,II.KIV,20110423_041655,-10.3584,161.2473,85.6,6.8,76.96,SKS,-23.04,44.75,3.6,0.98,-13.04,44.75,3.9,0.98,TRUE,Good,0.91
615,II.KIV,20110430_081916,6.8511,-82.3594,10,6.2,300.79,SKS,15.79,10.5,2.5,0.8,-24.21,44.75,0.8,0.98,FALSE,Poor,0.76
616,II.KIV,20110620_163600,-21.771,-68.3834,126.2,6.5,267.87,SKS,27.87,44.75,0.6,0.98,42.87,44.75,0.5,0.98,TRUE,Good,0.9
617,II.KIV,20110715_132602,-60.9862,-23.6628,8.6,6.1,210.26,SKS,-80.74,44.75,1.6,0.98,7.26,44.75,3.5,0.98,FALSE,Poor,0.55
618,II.KIV,20110824_174611,-7.6203,-74.538,149.3,7,284.16,SKS,-80.84,44.75,2.5,0.98,54.16,44.75,0.2,0.98,FALSE,Poor,0.78
619,II.KIV,20110902_134710,-28.4135,-63.136,592.7,6.7,258.44,SKS,15.44,9,1.5,0.38,31.44,44.75,1.2,0.8,FALSE,Fair,0.68
620,II.KIV,20110903_044858,-56.5611,-26.9231,96.3,6.4,215.25,SKS,29.25,7.75,2.8,0.88,-15.75,44.75,0.3,0.98,TRUE,Fair,0.89
621,II.KIV,20111122_184816,-15.3083,-65.1634,560.3,6.6,271.14,SKS,76.14,8.75,1.8,0.65,41.14,44.75,0.7,0.98,FALSE,Poor,0.75
622,II.KIV,20120121_184713,14.933,-93.1422,63.5,6.2,314.83,SKS,37.83,1.75,3.4,0.48,-10.17,44.75,0.3,0.98,TRUE,Fair,0.84
623,II.KIV,20120130_051059,-14.2139,-75.6584,34.2,6.4,279.7,SKS,7.7,44.75,3.9,0.98,-38.3,44.75,0.1,0.98,TRUE,Fair,0.88
624,II.KIV,20120214_081957,-10.371,161.1898,69.3,6.4,77.02,SKS,-16.98,44.75,3.9,0.98,26.02,44.75,0.1,0.98,TRUE,Fair,0.86
625,II.KIV,20120514_100039,-17.7968,-69.7926,108.7,6.3,272.33,SKS,11.33,3,2.8,0.65,58.33,44.75,0.5,0.98,TRUE,Fair,0.86
626,II.KIV,20120528_050723,-28.021,-63.1134,591.1,6.7,258.79,SKS,13.79,44.75,1.1,0.98,41.79,44.75,0.8,0.98,FALSE,Poor,0.79
627,II.KIV,20120604_004516,5.2944,-82.6322,15,6.3,299.99,SKS,19.99,44.75,1.5,0.98,-16.01,44.75,0.5,0.98,TRUE,Good,0.9
628,II.KIV,20120607_040504,-36.0516,-70.8547,5.8,6,255.13,SKS,19,6.5,2.2,0.33,27,44.75,2,0.98,FALSE,Fair,0.62
